ID,prob_admiration,prob_amusement,prob_approval,prob_caring,prob_curiosity,prob_excitement,prob_desire,prob_gratitude,prob_joy,prob_love,prob_pride,prob_optimism,prob_relief,prob_anger,prob_annoyance,prob_disappointment,prob_disapproval,prob_disgust,prob_embarrassment,prob_fear,prob_grief,prob_nervousness,prob_remorse,prob_sadness,prob_confusion,prob_realization,prob_surprise,prob_neutral,positive_emotion,negative_emotion,ambiguous_emotion
201406,0.14,0.11,0.07,0.01,0.0,0.01,0.01,0.0,0.14,0.07,0.0,0.01,0.0,0.01,0.04,0.03,0.05,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.24,0.57,0.16,0.26
8207,0.18,0.03,0.1,0.0,0.01,0.02,0.01,0.01,0.07,0.03,0.0,0.02,0.0,0.0,0.02,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.33,0.48,0.12,0.37
266308,0.25,0.05,0.14,0.0,0.01,0.01,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.03,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.3,0.54,0.13,0.32
1508,0.26,0.06,0.1,0.0,0.01,0.02,0.02,0.01,0.12,0.05,0.0,0.01,0.0,0.01,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.21,0.66,0.08,0.24
164187,0.13,0.11,0.07,0.0,0.0,0.01,0.0,0.0,0.16,0.0,0.0,0.03,0.0,0.0,0.01,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.02,0.0,0.25,0.51,0.15,0.3
261982,0.16,0.03,0.07,0.0,0.0,0.01,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.44,0.41,0.11,0.46
43080,0.21,0.05,0.15,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.01,0.08,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.23,0.48,0.26,0.26
124598,0.18,0.02,0.12,0.0,0.01,0.01,0.0,0.0,0.09,0.11,0.0,0.01,0.0,0.0,0.02,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.28,0.55,0.12,0.32
469,0.24,0.14,0.1,0.01,0.01,0.03,0.0,0.02,0.16,0.02,0.0,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.17,0.75,0.04,0.2
169436,0.05,0.06,0.06,0.0,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.04,0.01,0.0,0.04,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.47,0.37,0.13,0.48
123160,0.26,0.02,0.09,0.01,0.01,0.02,0.01,0.0,0.1,0.05,0.0,0.02,0.0,0.01,0.02,0.04,0.04,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.25,0.59,0.13,0.28
41624,0.26,0.0,0.11,0.0,0.05,0.01,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.35,0.5,0.05,0.41
411403,0.06,0.18,0.06,0.0,0.0,0.02,0.0,0.0,0.27,0.06,0.0,0.01,0.01,0.0,0.01,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.05,0.18,0.67,0.07,0.26
230768,0.21,0.02,0.09,0.0,0.02,0.0,0.0,0.0,0.04,0.01,0.0,0.01,0.0,0.01,0.03,0.08,0.04,0.02,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.01,0.02,0.29,0.4,0.22,0.37
369337,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.01,0.0,0.0,0.04,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.48,0.26,0.2,0.51
53953,0.15,0.03,0.11,0.0,0.01,0.02,0.02,0.01,0.09,0.05,0.0,0.02,0.0,0.0,0.03,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.28,0.51,0.14,0.32
177698,0.2,0.06,0.07,0.0,0.0,0.01,0.01,0.0,0.08,0.03,0.0,0.02,0.0,0.01,0.05,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.0,0.28,0.48,0.19,0.32
248075,0.1,0.11,0.1,0.01,0.01,0.01,0.0,0.0,0.1,0.03,0.0,0.01,0.0,0.01,0.04,0.03,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.29,0.48,0.18,0.31
230265,0.22,0.02,0.08,0.0,0.01,0.01,0.01,0.0,0.12,0.04,0.0,0.02,0.0,0.0,0.02,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.3,0.53,0.09,0.34
189628,0.08,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.06,0.08,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.52,0.22,0.21,0.56
193278,0.14,0.0,0.09,0.0,0.0,0.01,0.02,0.0,0.03,0.02,0.0,0.01,0.0,0.0,0.02,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.54,0.32,0.1,0.56
140863,0.15,0.04,0.11,0.0,0.01,0.01,0.01,0.0,0.08,0.03,0.0,0.03,0.0,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.34,0.47,0.12,0.39
317434,0.2,0.04,0.07,0.01,0.01,0.05,0.01,0.01,0.18,0.06,0.0,0.03,0.01,0.0,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.19,0.68,0.09,0.22
199590,0.14,0.0,0.15,0.0,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.13,0.1,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.21,0.37,0.33,0.28
180050,0.18,0.0,0.06,0.0,0.02,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.01,0.41,0.29,0.21,0.48
401182,0.33,0.0,0.13,0.0,0.02,0.17,0.05,0.0,0.03,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.18,0.79,0.0,0.19
3089,0.13,0.03,0.07,0.0,0.01,0.02,0.03,0.0,0.03,0.04,0.0,0.02,0.0,0.0,0.04,0.13,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.27,0.38,0.29,0.31
144388,0.19,0.05,0.1,0.0,0.01,0.02,0.01,0.0,0.1,0.05,0.0,0.01,0.0,0.0,0.02,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01,0.26,0.54,0.12,0.32
231045,0.05,0.02,0.05,0.0,0.0,0.0,0.01,0.0,0.06,0.04,0.0,0.01,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.67,0.24,0.05,0.69
294756,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.02,0.26,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.01,0.0,0.41,0.2,0.35,0.42
29316,0.14,0.0,0.09,0.0,0.05,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.06,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.48,0.32,0.14,0.53
156458,0.14,0.04,0.11,0.01,0.01,0.01,0.03,0.0,0.05,0.04,0.0,0.05,0.0,0.0,0.03,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.27,0.49,0.17,0.32
227502,0.13,0.02,0.08,0.0,0.02,0.03,0.0,0.0,0.08,0.06,0.0,0.02,0.0,0.0,0.05,0.09,0.04,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.02,0.01,0.28,0.44,0.23,0.32
132601,0.16,0.0,0.09,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.09,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.02,0.0,0.4,0.32,0.18,0.48
231554,0.23,0.03,0.12,0.0,0.01,0.01,0.01,0.0,0.05,0.04,0.0,0.02,0.0,0.0,0.02,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.33,0.52,0.1,0.37
226588,0.21,0.04,0.11,0.0,0.02,0.03,0.01,0.01,0.09,0.05,0.0,0.02,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.3,0.59,0.05,0.35
175861,0.19,0.11,0.08,0.0,0.01,0.01,0.0,0.0,0.16,0.01,0.0,0.02,0.0,0.02,0.05,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.2,0.59,0.16,0.24
351515,0.11,0.04,0.06,0.0,0.03,0.01,0.02,0.0,0.05,0.05,0.0,0.01,0.0,0.0,0.06,0.08,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.03,0.0,0.33,0.38,0.23,0.38
257924,0.14,0.02,0.07,0.0,0.0,0.01,0.0,0.0,0.08,0.05,0.0,0.01,0.0,0.0,0.02,0.02,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.02,0.4,0.38,0.1,0.5
19351,0.2,0.05,0.08,0.0,0.01,0.01,0.05,0.0,0.06,0.04,0.0,0.02,0.0,0.0,0.02,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.26,0.52,0.15,0.3
33383,0.18,0.12,0.09,0.0,0.01,0.03,0.0,0.0,0.18,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.02,0.22,0.64,0.02,0.32
379037,0.15,0.0,0.12,0.0,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.04,0.07,0.06,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.06,0.37,0.32,0.19,0.46
200096,0.06,0.19,0.1,0.0,0.01,0.01,0.0,0.0,0.15,0.01,0.0,0.01,0.0,0.0,0.05,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.31,0.54,0.11,0.33
253991,0.21,0.03,0.11,0.0,0.0,0.01,0.0,0.1,0.08,0.01,0.0,0.01,0.0,0.02,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.3,0.56,0.11,0.32
266966,0.16,0.03,0.06,0.0,0.0,0.01,0.01,0.0,0.07,0.04,0.0,0.01,0.0,0.0,0.03,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.43,0.39,0.13,0.45
209275,0.25,0.03,0.05,0.0,0.0,0.01,0.0,0.0,0.08,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.33,0.63,0.0,0.34
217671,0.12,0.1,0.07,0.0,0.0,0.01,0.02,0.06,0.12,0.04,0.0,0.05,0.0,0.01,0.06,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.19,0.59,0.14,0.24
16987,0.17,0.04,0.08,0.01,0.0,0.02,0.0,0.0,0.09,0.05,0.0,0.01,0.0,0.0,0.02,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.03,0.31,0.47,0.15,0.35
302098,0.22,0.03,0.07,0.0,0.01,0.02,0.01,0.01,0.12,0.07,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.31,0.58,0.06,0.34
160784,0.17,0.04,0.08,0.0,0.01,0.01,0.01,0.0,0.09,0.03,0.0,0.02,0.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.37,0.46,0.11,0.41
1916,0.18,0.05,0.13,0.0,0.01,0.01,0.0,0.0,0.09,0.04,0.0,0.02,0.0,0.0,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.33,0.53,0.09,0.37
175209,0.31,0.02,0.07,0.0,0.01,0.02,0.01,0.0,0.07,0.02,0.0,0.03,0.0,0.0,0.02,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.26,0.56,0.11,0.29
301032,0.19,0.02,0.06,0.0,0.03,0.01,0.0,0.0,0.14,0.02,0.0,0.01,0.0,0.0,0.02,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.31,0.48,0.09,0.4
6891,0.23,0.04,0.13,0.0,0.02,0.01,0.0,0.0,0.1,0.07,0.0,0.01,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.28,0.61,0.06,0.31
250448,0.03,0.15,0.06,0.0,0.01,0.01,0.0,0.01,0.12,0.02,0.0,0.02,0.0,0.01,0.07,0.03,0.05,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.31,0.43,0.21,0.34
8329,0.16,0.03,0.09,0.0,0.01,0.02,0.01,0.0,0.13,0.02,0.0,0.02,0.01,0.0,0.02,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.3,0.5,0.14,0.34
2839,0.28,0.07,0.09,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.37,0.5,0.06,0.41
356749,0.15,0.01,0.1,0.0,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.57,0.35,0.04,0.59
367241,0.42,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.4,0.54,0.02,0.41
62861,0.03,0.01,0.04,0.0,0.0,0.0,0.01,0.0,0.08,0.06,0.0,0.04,0.0,0.01,0.1,0.08,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.37,0.27,0.29,0.38
204836,0.13,0.04,0.08,0.0,0.01,0.02,0.01,0.0,0.11,0.03,0.0,0.02,0.0,0.0,0.03,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.35,0.45,0.14,0.4
18041,0.02,0.04,0.07,0.01,0.01,0.01,0.0,0.0,0.05,0.03,0.0,0.01,0.0,0.03,0.09,0.05,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.02,0.39,0.25,0.3,0.46
5200,0.17,0.02,0.12,0.0,0.01,0.01,0.01,0.0,0.05,0.07,0.0,0.01,0.0,0.0,0.05,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.27,0.47,0.2,0.3
156976,0.1,0.03,0.1,0.0,0.01,0.02,0.01,0.0,0.1,0.04,0.0,0.02,0.0,0.01,0.04,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.31,0.43,0.2,0.36
265635,0.16,0.02,0.08,0.0,0.01,0.01,0.01,0.0,0.06,0.02,0.0,0.01,0.0,0.01,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.01,0.4,0.38,0.12,0.47
166158,0.18,0.03,0.08,0.0,0.01,0.01,0.01,0.01,0.06,0.03,0.0,0.01,0.0,0.0,0.02,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.42,0.43,0.09,0.44
367375,0.14,0.04,0.09,0.0,0.01,0.02,0.01,0.01,0.13,0.05,0.0,0.02,0.0,0.01,0.02,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.32,0.52,0.12,0.35
606,0.2,0.03,0.12,0.0,0.02,0.02,0.0,0.01,0.08,0.03,0.0,0.01,0.0,0.0,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.3,0.52,0.08,0.37
174402,0.24,0.03,0.12,0.0,0.01,0.03,0.01,0.0,0.05,0.09,0.0,0.02,0.0,0.0,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.28,0.6,0.09,0.3
428457,0.15,0.01,0.12,0.0,0.02,0.01,0.0,0.0,0.04,0.06,0.0,0.02,0.0,0.0,0.02,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.02,0.0,0.33,0.43,0.18,0.36
264858,0.15,0.07,0.06,0.0,0.02,0.05,0.02,0.0,0.18,0.09,0.0,0.03,0.0,0.0,0.02,0.04,0.04,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.16,0.67,0.14,0.19
360932,0.2,0.01,0.08,0.01,0.0,0.01,0.0,0.0,0.02,0.16,0.0,0.01,0.0,0.0,0.02,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.35,0.5,0.13,0.36
9246,0.14,0.02,0.08,0.0,0.01,0.03,0.0,0.01,0.12,0.02,0.0,0.01,0.0,0.0,0.01,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.41,0.44,0.08,0.44
417429,0.08,0.07,0.13,0.02,0.0,0.01,0.02,0.0,0.09,0.03,0.0,0.1,0.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.31,0.55,0.1,0.34
304051,0.23,0.02,0.08,0.0,0.0,0.01,0.01,0.0,0.09,0.06,0.0,0.01,0.0,0.0,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.35,0.51,0.08,0.37
56707,0.16,0.01,0.1,0.0,0.02,0.01,0.01,0.0,0.07,0.04,0.0,0.03,0.0,0.0,0.05,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.0,0.3,0.45,0.18,0.35
298281,0.15,0.01,0.11,0.0,0.01,0.02,0.01,0.0,0.11,0.07,0.0,0.01,0.0,0.01,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.32,0.5,0.11,0.36
13703,0.2,0.05,0.11,0.0,0.01,0.01,0.01,0.0,0.16,0.02,0.0,0.01,0.0,0.0,0.01,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.25,0.58,0.11,0.29
97332,0.33,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.42,0.49,0.05,0.44
1249,0.13,0.05,0.12,0.0,0.0,0.01,0.02,0.0,0.06,0.03,0.0,0.02,0.0,0.01,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.02,0.33,0.44,0.13,0.4
3485,0.24,0.05,0.1,0.01,0.0,0.02,0.0,0.04,0.14,0.04,0.0,0.02,0.01,0.0,0.01,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.23,0.67,0.08,0.24
150429,0.08,0.05,0.13,0.01,0.0,0.01,0.0,0.01,0.19,0.01,0.0,0.01,0.01,0.0,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.38,0.51,0.07,0.41
90919,0.03,0.14,0.07,0.0,0.04,0.01,0.0,0.0,0.08,0.01,0.0,0.01,0.0,0.0,0.03,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.45,0.39,0.09,0.49
324883,0.25,0.02,0.12,0.0,0.02,0.02,0.01,0.01,0.11,0.06,0.0,0.01,0.0,0.0,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.04,0.0,0.22,0.63,0.07,0.27
110962,0.14,0.04,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.06,0.0,0.06,0.0,0.01,0.1,0.17,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.2,0.34,0.43,0.22
3482,0.07,0.09,0.07,0.0,0.02,0.01,0.0,0.0,0.12,0.03,0.0,0.01,0.0,0.02,0.07,0.07,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.03,0.02,0.22,0.42,0.24,0.32
10175,0.08,0.09,0.1,0.0,0.04,0.01,0.06,0.0,0.09,0.07,0.0,0.01,0.0,0.0,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.0,0.19,0.55,0.1,0.32
256998,0.14,0.0,0.09,0.0,0.0,0.01,0.01,0.0,0.05,0.11,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.51,0.42,0.02,0.53
151468,0.1,0.02,0.11,0.0,0.0,0.01,0.0,0.0,0.09,0.07,0.0,0.03,0.0,0.0,0.04,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.01,0.04,0.31,0.43,0.18,0.36
5459,0.28,0.03,0.12,0.0,0.03,0.02,0.0,0.0,0.12,0.04,0.0,0.01,0.0,0.0,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.13,0.65,0.06,0.26
95364,0.18,0.06,0.1,0.0,0.0,0.01,0.01,0.0,0.08,0.02,0.0,0.01,0.0,0.0,0.03,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.29,0.47,0.15,0.37
409572,0.24,0.04,0.08,0.0,0.01,0.03,0.0,0.0,0.08,0.05,0.0,0.02,0.0,0.01,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.27,0.55,0.13,0.31
402373,0.1,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.01,0.08,0.15,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.0,0.33,0.23,0.35,0.39
371415,0.03,0.08,0.07,0.0,0.03,0.05,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.41,0.37,0.14,0.46
252526,0.17,0.08,0.08,0.0,0.01,0.02,0.01,0.01,0.15,0.04,0.0,0.01,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.32,0.58,0.05,0.35
7939,0.14,0.05,0.12,0.0,0.01,0.02,0.0,0.04,0.07,0.0,0.0,0.02,0.0,0.01,0.05,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.01,0.32,0.47,0.16,0.38
194079,0.13,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.02,0.03,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.01,0.48,0.29,0.13,0.56
216632,0.19,0.06,0.09,0.0,0.01,0.02,0.01,0.0,0.12,0.06,0.0,0.02,0.0,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.24,0.58,0.12,0.27
129320,0.15,0.05,0.1,0.0,0.01,0.01,0.01,0.01,0.13,0.07,0.0,0.02,0.0,0.0,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.2,0.56,0.14,0.26
481,0.24,0.02,0.11,0.0,0.02,0.02,0.02,0.01,0.08,0.05,0.0,0.03,0.0,0.0,0.02,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01,0.23,0.6,0.11,0.29
6513,0.11,0.09,0.08,0.0,0.0,0.03,0.0,0.0,0.13,0.03,0.0,0.01,0.0,0.01,0.05,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.35,0.48,0.12,0.37
117914,0.17,0.02,0.11,0.01,0.01,0.01,0.01,0.0,0.07,0.04,0.0,0.02,0.0,0.0,0.03,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.31,0.47,0.16,0.36
361212,0.16,0.03,0.08,0.01,0.02,0.02,0.0,0.0,0.09,0.03,0.0,0.01,0.0,0.0,0.02,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01,0.37,0.45,0.1,0.43
343387,0.11,0.03,0.1,0.0,0.01,0.01,0.0,0.0,0.13,0.03,0.0,0.01,0.01,0.0,0.04,0.05,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.34,0.44,0.16,0.38
372880,0.26,0.06,0.09,0.0,0.02,0.01,0.0,0.0,0.15,0.04,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.24,0.64,0.04,0.29
324639,0.31,0.02,0.08,0.0,0.0,0.01,0.0,0.0,0.07,0.03,0.0,0.03,0.0,0.0,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.35,0.55,0.06,0.36
310726,0.32,0.03,0.11,0.01,0.0,0.01,0.01,0.01,0.06,0.05,0.0,0.01,0.0,0.0,0.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.22,0.62,0.1,0.25
8332,0.11,0.01,0.14,0.0,0.0,0.01,0.0,0.0,0.05,0.05,0.0,0.01,0.0,0.0,0.04,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0.42,0.38,0.14,0.47
